objectid,filename,parentid,display_template,display_order,title,creator,date,description,language,format,type,subtype,subject,historical_context,reception_form,depicted,source,identifier,rights,rightstatement,location,city,country,latitude,longitude,object_location,image_small,image_thumb,image_alt_text,relation,database_record,url,iiif
europeana_00142,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_029 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_029.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_029.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/437/item_GNVB3Y4PQWS6I57ZOMO4AMR2XWGCEMBF/manifest.json
europeana_00143,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_024 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_024.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_024.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/188/item_4GFHTG2EPF7JHHI3P7NKC4EG2NIRCGTF/manifest.json
europeana_00144,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_002 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_002.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_002.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/188/item_53VUB572ILJ7I7XJPIXBEAMIXQ7UGG3Q/manifest.json
europeana_00145,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",1958,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_001 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_001.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_001.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/188/item_6EVCHO3L3OLCJUW4CWVHJR5ZAIKPKICZ/manifest.json
europeana_00146,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_025 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_025.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_025.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/188/item_HH2M2JAY4ER3UR5PJNWIM27Z75MPGG4P/manifest.json
europeana_00147,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Schaerf, Wolfram",,,,Europeana | Deutsche Fotothek,71417185 (Dokumentnummer) | df_pk_0004481_002 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417185,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_002.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_002.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417185,https://iiif.europeana.eu/presentation/440/item_TOVOJKIG35PKIJXXD26I6J5DFMMXS3SO/manifest.json
europeana_00148,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Schaerf, Wolfram",,,,Europeana | Deutsche Fotothek,71417187 (Dokumentnummer) | df_pk_0004481_2_038 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417187,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_2_038.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_2_038.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417187,https://iiif.europeana.eu/presentation/437/item_J4ZJO6ZER62VR2U7LAGUHYTMBENSDP5B/manifest.json
europeana_00149,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Schaerf, Wolfram",,,,Europeana | Deutsche Fotothek,71417187 (Dokumentnummer) | df_pk_0004481_2_035 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417187,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_2_035.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_2_035.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417187,https://iiif.europeana.eu/presentation/437/item_OUJ5LA4ZOBHGVZZQLHXDKQZ6LIKZPGXO/manifest.json
europeana_00150,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Schaerf, Wolfram",,,,Europeana | Deutsche Fotothek,71417185 (Dokumentnummer) | df_pk_0004481_038 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417185,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_038.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_038.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417185,https://iiif.europeana.eu/presentation/188/item_4R2M4BIQGAB7QPJFC3GUM3PZOS47D6ZE/manifest.json
europeana_00151,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Schaerf, Wolfram",,,,Europeana | Deutsche Fotothek,71417185 (Dokumentnummer) | df_pk_0004481_005 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417185,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_005.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_005.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417185,https://iiif.europeana.eu/presentation/188/item_7J4QMZNYQJKWFWIQBL4GP6LKNBE5P5FR/manifest.json
europeana_00152,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_023 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_023.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_023.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/463/item_MRVTXMO2CCYPE5J6C3V4FFNJT6UB3R7W/manifest.json
europeana_00153,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",1958,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Schaerf, Wolfram",,,,Europeana | Deutsche Fotothek,71417187 (Dokumentnummer) | df_pk_0004481_2_031 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417187,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_2_031.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_2_031.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417187,https://iiif.europeana.eu/presentation/463/item_Z62DVPNQBAOJQ3IKP2NBKRZGW7DFPFFX/manifest.json
europeana_00154,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_003 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_003.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_003.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/463/item_ZR2KAYTSR42VGMKIT2IBEKQ5ZINSMGZQ/manifest.json
europeana_00155,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_017 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_017.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_017.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/437/item_ETJAO7TWFU6ID3K2DOZNV4S4XAD3DPHN/manifest.json
europeana_00156,,,image,,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958","Pisarek, Abraham (Herstellung) (Fotograf)",,"With Wolfram Schaerf, Inge Keller, Bodo Mette, Hartmut Reck as Grand Master of the Calatrava Order, Herwart Grosse as Don Fernan Gomez, Gerhard Bienert as Esteban, Otto Mellies as Frondoso, Ruth-Maria Kemper as Laurencia, Fritz Hofbauer, Herbert Richter, Gerhard Friedrich, Margarete Taudte as peasant girl Jacinta, Johannes Mit Knecht Mengo, Lilly Schmuck a",de,Original negative (technique); Plastic (material); Originalnegativ (Technik); Kunststoff (Material),IMAGE,http://d-nb.info/gnd/4045895-7,"http://data.europeana.eu/concept/48; Berlin; Scene images; Drama scenes; Photograph; Great, Herwart; Deutsches Theater Berlin; Szenenbilder; Schauspielszenen; Fotografie; Grosse, Herwart",,,,Europeana | Deutsche Fotothek,71417186 (Dokumentnummer) | df_pk_0004481_1_027 (Aufnahmenummer),http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Germany,,,http://www.deutschefotothek.de/documents/obj/71417186,http://fotothek.slub-dresden.de/fotos/df_pk_0004481_1_027.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_pk_0004481_1_027.jpg&type=IMAGE,"Still pictures from “Das Village Fuente Ovejuna” by Lope de Vega, directed by Wolfgang Heinz. Deutsches Theater Berlin, 21 March 1958",,,http://www.deutschefotothek.de/documents/obj/71417186,https://iiif.europeana.eu/presentation/437/item_MO6HUJDRYNNHUFQESXLQ6YXVBJKCIY2D/manifest.json
