objectid,filename,parentid,display_template,display_order,title,creator,date,description,language,format,type,subtype,subject,historical_context,reception_form,depicted,source,identifier,rights,rightstatement,location,city,country,latitude,longitude,object_location,image_small,image_thumb,image_alt_text,relation,database_record,url,iiif
europeana_00042,,,image,,Φουέντε οβεχούνα,"Κρατικό Θέατρο Βορείου Ελλάδος Θεσσαλονίκη; http://data.europeana.eu/agent/148710; Μικρούτσικος, Θάνος; Vega (Carpio), Lope (Félix) de; Κάστρο, Καίτη; Εθνικό: Κεντρική Σκηνή (και: Εθνικό - Κτίριο Τσίλλερ) Αθήνα, Αγίου Κωνσταντίνου 22-24; Κυριακούλης, Αντώνης; Μιχαηλίδης, Γιώργος",1977,,mul,,IMAGE,http://semantics.gr/authorities/ekt-item-types/Theatrical-program; http://semantics.gr/authorities/ekt-item-types/Play; ΕΠΑΓΓΕΛΜΑΤΙΚΗ; Θεατρικά Προγράμματα,http://data.europeana.eu/agent/148710; http://semantics.gr/authorities/searchculture-persons/1328589696; http://semantics.gr/authorities/thematic_tags/994297427; http://semantics.gr/authorities/searchculture-persons/892970272; http://semantics.gr/authorities/searchculture-persons/926421824; 17ος αιώνας,,,,Europeana | Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece,https://www.searchculture.gr/aggregator/edm/ELIA/000100-29_644650,http://creativecommons.org/licenses/by/4.0/,http://creativecommons.org/licenses/by/4.0/,,,Greece,,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=644650,http://eliaserver.elia.org.gr/LSelia/images_View/THP.2007.21.34%20(01).JPG,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.searchculture.gr%2Faggregator%2Fthumbnails%2Fedm-record%2FELIA%2F000100-29_644650&type=IMAGE,Φουέντε οβεχούνα,,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=644650,https://iiif.europeana.eu/presentation/122/https___www_searchculture_gr_aggregator_edm_ELIA_000100_29_644650/manifest.json
europeana_00049,,,image,,Tabla sobre Fuenteovejuna de Eulogio Blasco,,1968,,es; mul,,IMAGE,Fotografia digital,,,,,Europeana | Archivo de la Diputación Provincial de Cáceres,oai:archivos.dip-caceres.es:00096291,http://creativecommons.org/publicdomain/mark/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,Spain,,,https://archivos.dip-caceres.es/portalArchivo/registro?id=00096291,https://archivos.dip-caceres.es/portalArchivo/registro?id=00096291&adj=R00096291/50FOT_02143.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Farchivos.dip-caceres.es%2FportalArchivo%2Fregistro%3Fid%3D00096291%26adj%3DR00096291%2F50FOT_02143.jpg&type=IMAGE,Tabla sobre Fuenteovejuna de Eulogio Blasco,,,https://archivos.dip-caceres.es/portalArchivo/registro?id=00096291,https://iiif.europeana.eu/presentation/1041/https___hispana_mcu_es_lod_oai_archivos_dip_caceres_es_00096291_ent0/manifest.json
europeana_00051,,,image,,Representación del Fuenteovejuna en el Gran Teatro,"Consorcio Gran Teatro (Cáceres, España) Impresor Imprenta Sanguino (Cáceres, España)",1953,,es; mul,,IMAGE,Fotografia digital,,,,,Europeana | Archivo de la Diputación Provincial de Cáceres,oai:archivos.dip-caceres.es:00104500,http://creativecommons.org/publicdomain/mark/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,Spain,,,https://archivos.dip-caceres.es/portalArchivo/registro?id=00104500,https://archivos.dip-caceres.es/portalArchivo/registro?id=00104500&adj=R00104500/54CAR_01161.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Farchivos.dip-caceres.es%2FportalArchivo%2Fregistro%3Fid%3D00104500%26adj%3DR00104500%2F54CAR_01161.jpg&type=IMAGE,Representación del Fuenteovejuna en el Gran Teatro,,,https://archivos.dip-caceres.es/portalArchivo/registro?id=00104500,https://iiif.europeana.eu/presentation/1041/https___hispana_mcu_es_lod_oai_archivos_dip_caceres_es_00104500_ent0/manifest.json
europeana_00064,,,image,,"Gran Teatro, Córdoba. Junio 1999",Fundación Pública Municipal Gran Teatro; Centro Andaluz de Teatro: Fuenteovejuna; Atalaya Teatro: Divinas Palabras; ArtemásArtes Luis de Castro: Queridos Poetas; ¿Quién teme a Virginia Wolf?,1999,,es,1 programa 21 x 8 cm.,IMAGE,,Espacios escénicos; Programación; Teatro; Teatro clásico español; Programas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.221886 | 3103 | CDAEA 09/1506,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Gran Teatro, Córdoba",Gran Teatro,Córdoba,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=221886,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2017/04/28/221886/1493371323907_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2017%2F04%2F28%2F221886%2F1493371323907_Internet.jpg&type=IMAGE,"Gran Teatro, Córdoba. Junio 1999",,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=221886,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_221886/manifest.json
europeana_00066,,,image,,Teatro Cánovas. Enero-febrero 2001,Achiperre: Fuenteovejuna; Acuario Teatro: la momia; Rolabola: cabaret; En compañía Teatro: querida Silvia; Barlovento: el barco de papel; Cía. de danza: contratiempos; Víctor Pérez y Antonio Romero: zappin,2001,,es,1 programa 12.5 x 11 cm; una tinta,IMAGE,,Espacios escénicos; Programación; Teatro,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.163033 | 3103 | CDAEA 07/466.21,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro Cánovas, Málaga",Teatro Cánovas,Málaga,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=163033,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/999/1/2/163033/00000000000177709_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F999%2F1%2F2%2F163033%2F00000000000177709_Internet.jpg&type=IMAGE,Teatro Cánovas. Enero-febrero 2001,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=163033,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_163033/manifest.json
europeana_00067,,,image,,XX Jornadas de Teatro del Siglo de Oro,"Compañía Bochica: la dama del Olivar; Aula de Teatro de la Universidad de Almería: Abre el ojo; Ballet Nacional de España : Fuenteovejuna; Compañía Flic-flac: Hansel y Gretel, Un Siglo de Oro; Compañía el Velador: Entremés famoso de la cárcel de Sevilla",2003,,es,1 programa 30 x 12 cm,IMAGE,,Festivales; Programación; Teatro clásico español,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.163528 | 3103 | CDAEA 07/4876f13/23,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,Almería,,Spain,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=163528,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/999/1/4/163528/00000000000180795_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F999%2F1%2F4%2F163528%2F00000000000180795_Internet.jpg&type=IMAGE,XX Jornadas de Teatro del Siglo de Oro,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=163528,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_163528/manifest.json
europeana_00069,,,image,,Teatro TNT. Noviembre 2016,Cia TNT-El Vacie: Fuenteovejuna; Acuario Teatro: Don Quijote y Sancho; Planas y Ardilla-Bam: La pulga y el piojo; Teatro Circo La Plaza: Cuentos Maravillosos; Exiguo Teatro: La rendición de Breda; VIII Certamen de nuevos investigadores teatrales- CENIT,2016,,es,1 programa 14 x 10 cm.,IMAGE,,Espacios escénicos; Programación; Teatro,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.217406 | 3103 | CDAEA 09/1487,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Centro TNT, Sevilla",Centro TNT,Sevilla,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=217406,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2017/01/30/217406/1485791912710_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2017%2F01%2F30%2F217406%2F1485791912710_Internet.jpg&type=IMAGE,Teatro TNT. Noviembre 2016,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=217406,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_217406/manifest.json
europeana_00070,,,image,,Centros culturales de La Rinconada. Programación 2017,"Aseismanos: El laberinto del Minotauro; Fundición Producciones: La otra mano de Cervantes; La Medina: Ay Carmela; Cía. Antonia de los Santos: Flamenqueando con Curro; Kulunka tetro: Edith Piaf, taxidermia de un gorrión; TNT El Vacie: Fuenteovejuna; Zum Zum Teatre: La gallina de los huevos de oro; La Petita Malumaluga: Bitels para bebes...",2017,,es,1 programa 21 x 15 cm.,IMAGE,,Espacios escénicos; Programación; Teatro,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.228469 | 3103 | CDAEA 07/100.11,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Centro Cultural de la Villa, San José de la Rinconada; Centro Cultural Antonio Gala, la Rinconada, Sevilla",Centro Cultural de la Villa,Sevilla,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=228469,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2017/11/14/228469/1510664730640_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2017%2F11%2F14%2F228469%2F1510664730640_Internet.jpg&type=IMAGE,Centros culturales de La Rinconada. Programación 2017,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=228469,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_228469/manifest.json
europeana_00071,,,image,,6º programa el Teatro y la Escuela. Curso 2000-2001,"La General. Caja de Granada; Consejería de Cultura, Junta de Andalucía; Cía. Zum Zum: El jorobado de Notredame; Cía La Tarasca: Micuerpo soy yo; Cía La Sal: Zapatos; Cía. Achiperre: Fuenteovejuna; Producciones Teatro Educatiu: Peter Pan; Teloncillo Teatro: La ramita de hierbabuena; El Retablo y Títeres María Parrato: El gato manchado y la golondrina Shina; Cero Teatro: Artes Escénicas para la primra infancia: El elefantito",2000,,es,"1 programa 8,5 x 21 cm",IMAGE,,Artes escénicas-educación; Programación; Redes-circuitos; Teatro infantil; Títeres; Programas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.172665 | 3103 | CDAEA 07/187.4,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,Granada; Jaén; Almería,,Spain,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=172665,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2017/09/04/172665/1504518953948_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2017%2F09%2F04%2F172665%2F1504518953948_Internet.jpg&type=IMAGE,6º programa el Teatro y la Escuela. Curso 2000-2001,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=172665,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_172665/manifest.json
europeana_00072,,,image,,Festivales de España. II Festival Orense 1962,Compañía Lope de Vega: Fuenteovejuna; Beckett o el honor de Dios; Antonio ballet Español: repertorio; Carlos Lemos; Luisa Sala; Antonio Ruiz Soler; Rafael Calvo,1962,,es,1 programa 22 x 11 cm.,IMAGE,,http://data.europeana.eu/concept/651; http://data.europeana.eu/concept/111; Compañías; Danza; Danza española; Flamenco; Producciones; Teatro,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.162459 | 3103 | CDAEA 07/455.34,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,Orense,,Spain,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=162459,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/1001/3/19/162459/00000000000173135_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F1001%2F3%2F19%2F162459%2F00000000000173135_Internet.jpg&type=IMAGE,Festivales de España. II Festival Orense 1962,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=162459,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_162459/manifest.json
europeana_00074,,,image,,32 Festival Iberoamericano de Teatro de Cádiz,"TNT El Vacie: Fuenteovejuna; La Morena: Rabiosa melancolía; Tojunto: Hij@ de la Bernarda; The Funamviolistas: Contraescena; La Cachada Teatro: Si vos no hubieras nacido; Osqui Guzmán y Leticia González de Lellis: Bululú, antología endiablada; L'Explose Danza: Tu nombre me sabe a tango; Teatro Bárbaro: Yo tenía un Ricardo hasta que un Ricardo me lo mató; Cia Interdram: Rocha; La Zaranda: Ahora todo es noche: Cia Do Chapitó: Electra; Malayerba: El corazón de la cebolla; La Congregación: Camargo; Blanca Portillo y José Luis García: El cartógrafo; Tchyminigagua: Futurismo galáctico, Sueños encantados, El circo de Melquiades; A tempo Dansa: de Traca; Ludo Circus: Ludo Circus Show",2017,,es,1 programa (digital),IMAGE,,Festivales; Programación; Teatro; Programas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.228064 | 3103 | CDAEA 07/213.31,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro Falla, Teatro del Títere, Sala Central Lechera, Cádiz",Teatro Falla,Cádiz,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=228064,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2018/04/10/228064/1523340983004_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2018%2F04%2F10%2F228064%2F1523340983004_Internet.jpg&type=IMAGE,32 Festival Iberoamericano de Teatro de Cádiz,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=228064,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_228064/manifest.json
europeana_00075,,,image,,Teatro Cánovas. Proyecto Thespis. Festival artes escénicas-teatro,"IES Politécnico Jesús Marín-IES Profesor Isidoro Sánchez: La guerra de los mundos; IES Emilio Prados-AMPA Gibralfaro: Y habitó entre nosotros; IES Emilio Prados: Celular; UMA Muestra de Teatro Los Buenos Tratos-AASS Al Sur: Contigo, conmigo; AASS Frater: El Quijote Andaluz; IES Costa del Sol: Guernica viviente; AASS Jóvenes al Teatro-La Joven Compañía: Fuenteovejuna; IES Cánovas del Castillo, IES Vicente Espinel y Conservatorio Superior de Danza: Paseo por el Siglo de Oro; AASS Luba Teatro: La ciudad",2016,,es,1 programa 21 x 10 cm.,IMAGE,,http://data.europeana.eu/concept/110; http://data.europeana.eu/concept/62; Circo; Festivales; Música; Programación; Teatro; Teatro de humor; Programas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.214458 | 3103 | CDAEA 07/711.32,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro Cánovas, Málaga",Teatro Cánovas,Málaga,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=214458,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2016/10/19/214458/1476891427354_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2016%2F10%2F19%2F214458%2F1476891427354_Internet.jpg&type=IMAGE,Teatro Cánovas. Proyecto Thespis. Festival artes escénicas-teatro,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=214458,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_214458/manifest.json
europeana_00076,,,image,,Teatro de la Maestranza. Temporada 2001-2002,Ópera de Roma: Il trovatore; Ópera de Niza: Andrea Chenier; Teatro Liceu de Barcelona: la flauta mágica; Lo Speziale; Teatro de Capitole de Toulouse: Elektra; Teatro Carlo Felice de Génova: the rape of Lucrecia; Teatro de la Maestranza: la ópera y la Escuela; La noche de un neurasténico; La serenata silenciosa; El combate de Tancredo y Clorinda; Ocho canciones para un rey loco; La obsesión de miss Donnithorne; Diario de un hombre desaparecido; Teatro de la Zarzuela: el niño judío; Joaquín Cortés: Live; Ballet Nacional de España : Fuenteovejuna; Ballet de la ópera estatal de Viena: Cascanueces; Ballet Cristina Hoyos: tierra adentro; Compañía de Aida Gómez: Salomé; Ballet de Víctor Ullate: Soirée Béjart,2001,,es,"1 programa 27,5 x 16,5 cm.",IMAGE,,http://data.europeana.eu/concept/62; Danza clásica; Espacios escénicos; Música; Programación; Ópera,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.162978 | 3103 | CDAEA 07/359.19,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro de la Maestranza, Sevilla",Teatro de la Maestranza,Sevilla,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=162978,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/999/1/1/162978/00000000000177375_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F999%2F1%2F1%2F162978%2F00000000000177375_Internet.jpg&type=IMAGE,Teatro de la Maestranza. Temporada 2001-2002,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=162978,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_162978/manifest.json
europeana_00077,,,image,,EA. Escena Alhambra. número 2. enero-marzo 1999,"Teatro Alhambra; Junta de Andalucía, Consejería de Cultura; TNT: La casa de Bernarda Alba; Centro Andaluz de Teatro: Fuenteovejuna; Los Ulen: Jeremías 2030; Micomicón; La dama boba; Andante: Últimos combates de Lepanto; La Jarana: La cara oculta de Selene; La Buhardilla: Rosa o Mamaguapa; Producciones Imperdibles: Un poeta en Nueva York; Teatro Estable de Málaga: Esperándote espero; El Traje de Artaud: Por dos letras; Cia Manuela Nogales: Rosas; Málaga Danza: Razón Cero; Anthares: El carro; Malaje Solo: Cuándo se come aquí; Laví e Bel; I Encuentro de mujeres en las artes escénicas; Tanttaka Producciones: Todo Shakespeare; Royal Strada: nos han dejado solos...",1999,,es,32 x 22 cm.,IMAGE,,http://data.europeana.eu/concept/111; http://data.europeana.eu/concept/651; Danza; Espacios escénicos; Flamenco; Programación; Teatro; Publicaciones periódicas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.172645 | 3103 | CDAEA 08/186.2,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Spain,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=172645,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2018/06/13/172645/1528874968169_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2018%2F06%2F13%2F172645%2F1528874968169_Internet.jpg&type=IMAGE,EA. Escena Alhambra. número 2. enero-marzo 1999,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=172645,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_172645/manifest.json
europeana_00078,,,image,,Teatro Sierra de Aracena. Octubre-Diciembre 2010,Txalo Producciones: Trampa mortal; Cía. Mefisto: Fuenteovejuna; Aula Municipal de Teatro: Auto; La gotera de Lazotea: La fiesta de la pulga y el piojo; De puntillas Teatro: Lope a lo Petit,2010,,es,"1 programa 21 x 10,5 cm.",IMAGE,,http://data.europeana.eu/concept/62; http://data.europeana.eu/concept/111; Compañías; Danza; Espacios escénicos; Música; Producciones; Programación; Teatro,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.195880 | 3103 | CDAEA 07/700.56,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro Sierra de Aracena, Huelva",Teatro Sierra de Aracena,Huelva,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=195880,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2015/06/30/195880/1435665548683_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2015%2F06%2F30%2F195880%2F1435665548683_Internet.jpg&type=IMAGE,Teatro Sierra de Aracena. Octubre-Diciembre 2010,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=195880,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_195880/manifest.json
europeana_00079,,,image,,Teatro Alhambra: programación 2000-2001,"Teatro Corsario: El gran Teatro del mundo; Producciones Micomicón: Los cabellos de Absalón; Teatro Impar: Casa con dos puertas mala es de guardar; Zampanó Teatro: El mejor hechizo, amor; Cia Ketincrepo: Caos; Madame Vadeguai: Oye, mira, ven .. La vida no es un cómic; Pepadasola: Subida en la montaña; Malaje Solo: Malaje y Julieta; Zum Zum Teatro: El jorobado de Notre Dame; Escénica - La Cia del Arroz: Notas de cocina; Guindalera escena abierta: Bailando en Lughnasa; La Tarasca: Mi cuerpo soy yo; La Zaranda: La puerta estrecha; Centro Andaluz de Teatro (CAT): Combatientes; Cia Montalvo Hervieu: El jardín, io, io, ito, ito; Teatro para un instante: El viejo celoso; La cueva de Salamanca; Da. Te Danza: La mitad de la verdad está en tus ojos; A Dos Teatro: Manolito Gafotas; La Permanente: Ha pasado un ángel; La Sal: Zapatos; Atalaya, centro de arte: Exiliadas; Faulty Optic; Títeres de María Parrato: El gato Manchado y la golondrina Sinhá; Ananda Dansa: El Mago de Oz; Alsuroeste Producciones: El caballero de Olmedo; Teatro del temple: Buñuel, Lorca y Dalí; Achiperre: Fuenteovejuna; Centro Andaluz de Teatro (CAT): Otelo, el moro; Moma Teatre: Nacidos culpables; Teatro Educativo: Peter Pan; La Jácara: Mascarada canalla; Manuel Monteagudo: Ay, Carmela; Esteve y Ponce: Mala leche; Vagalume Teatro: Artículos de ocasión; Ciclo Magreb África; La Baracca: El Elefantito; Rosas: Drumming; Tanttaka Teatro: Novecento, el pianista del océano; Compañía Andaluza de Danza; Producciones El Brujo: Lazarillo de Tormes; Quimera de Plástico: El Buscón",2000,,es,1 programa 18 x 14 cm.,IMAGE,,Danza contemporánea; Espacios escénicos; Programación; Teatro; Títeres; Programas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.172675 | 3103 | CDAEA 09/1586,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro Alhambra, Granada",Teatro Alhambra,Granada,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=172675,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2018/10/11/172675/1539258000371_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2018%2F10%2F11%2F172675%2F1539258000371_Internet.jpg&type=IMAGE,Teatro Alhambra: programación 2000-2001,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=172675,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_172675/manifest.json
